ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count,foldEnrich
CC,GO:0099081,supramolecular polymer,58/327,434/6603,1.0650709383412014e-12,7.476797987155235e-11,6.637073636820961e-11,MYH2/MYH1/ACTN3/MYBPC2/TNNI2/TNNC2/TPM1/TNNT3/AK1/ALDOA/LMOD1/FBP2/PDLIM7/MYL1/FAM166B/ANKRD1/JPH1/HOMER1/TMOD1/MYOM2/CALM1/SMTNL2/COBL/UNC45B/PPP3CA/PSTPIP2/TPM2/PPP3CB/ASB2/PAK1/RASSF3/CASQ1/CALM2/ABRA/RCSD1/DEK/MAPRE2/BIN1/IGFN1/STIM1/CMYA5/CACNA1S/KIF1B/ANK3/MYOZ1/FGF13/ARHGAP6/FHL3/CAPN3/MYOD1/MAP6D1/MYOZ3/HSPB1/SIMC1/DIAPH2/MID1IP1/PDLIM3/ANK2,58,2.6985583224115333
CC,GO:0016529,sarcoplasmic reticulum,13/327,50/6603,5.716003558830367e-7,2.5078965614368236e-5,2.226232965018143e-5,ATP2A1/DHRS7C/JPH1/AGL/ASPH/SLN/CASQ1/JSRP1/STIM1/CMYA5/CACNA1S/ANK3/NOS1,13,5.250091743119266
CC,GO:0030315,T-tubule,10/327,34/6603,3.499103738329864e-6,1.1314410502353826e-4,1.0043681237657019e-4,PPP3CB/CACNG6/AQP4/CASQ1/BIN1/CACNA1S/ANK3/CAPN3/CACNG1/ANK2,10,5.939017808958446
CC,GO:0016528,sarcoplasm,13/327,58/6603,3.5458266531593184e-6,1.1314410502353826e-4,1.0043681237657019e-4,ATP2A1/DHRS7C/JPH1/AGL/ASPH/SLN/CASQ1/JSRP1/STIM1/CMYA5/CACNA1S/ANK3/NOS1,13,4.525941157861436
CC,GO:0034704,calcium channel complex,8/327,30/6603,7.45341658979813e-5,0.0016340198089760682,0.0014505019147006035,ATP2A1/CALM1/CACNG6/CALM2/CACNB1/CACNA1S/HSPA2/CACNG1,8,5.384709480122324
CC,GO:0031226,intrinsic component of plasma membrane,34/327,345/6603,7.914056054869846e-5,0.0016340198089760682,0.0014505019147006035,SLC16A3/EGFR/ATP2B2/SLC22A3/KCNQ5/CALM1/CNTFR/SLC7A2/ART3/TSPAN3/SLC24A3/TMBIM6/AQP4/SCN4A/KTN1/KCNS3/IRS1/CALM2/CD63/ERBB4/SPTB/SLC29A2/SLC12A2/STIM1/SLC16A10/PDPN/TMEM266/PCDH9/ADGRL3/SEMA4D/CHRND/CACNG1/ST3GAL5/SAMD8,34,1.9900013296104242
CC,GO:0033017,sarcoplasmic reticulum membrane,8/327,31/6603,9.618489245456489e-5,0.0018756054028640154,0.0016649548635410065,ATP2A1/DHRS7C/JPH1/ASPH/SLN/CASQ1/JSRP1/STIM1,8,5.2110091743119265
CC,GO:0016323,basolateral plasma membrane,12/327,79/6603,4.5462364419722803e-4,0.006937952135357697,0.006158745935120343,SLC16A3/EGFR/ATP2B2/CD38/AQP4/ERBB4/SLC29A2/SLC12A2/SLC16A10/PDPN/ANK3/ANK2,12,3.067239577284868
CC,GO:0045178,basal part of cell,12/327,95/6603,0.0023850660694355675,0.031005858902662376,0.027523569456254508,SLC16A3/EGFR/ATP2B2/CD38/AQP4/ERBB4/SLC29A2/SLC12A2/SLC16A10/PDPN/ANK3/ANK2,12,2.5506518590053116
MF,GO:0003779,actin binding,30/324,240/6550,2.03968129695348e-6,9.831263851315774e-4,9.039008694920161e-4,MYH2/MYH1/ACTN3/MYBPC2/TNNI2/TNNC2/TPM1/TNNT3/ALDOA/LMOD1/PDLIM7/EGFR/TMOD1/MYOM2/ARPC2/COBL/PSTPIP2/TPM2/DAAM2/LIMCH1/ABRA/RCSD1/BIN1/SPTB/MYOZ1/FHL3/MYOZ3/DIAPH2/SNTB1/PDLIM3,30,2.527006172839506
MF,GO:0005509,calcium ion binding,26/324,205/6550,7.731334250339383e-6,0.0018632515543317912,0.0017131009049436213,ATP2A1/ACTN3/TNNC2/MYL1/GPD2/ASPH/CALM1/PPP3CA/NUCB2/PPP3CB/S100A13/CASQ1/EEF2K/CALM2/STIM1/SLC25A12/EGF/PCDH9/TPD52/ADGRL3/CAPN3/CALN1/PLCD4/CDH13/SLIT2/EPS15,26,2.5639867509786205
MF,GO:0008307,structural constituent of muscle,9/324,32/6550,1.619830209153581e-5,0.0026025272027067536,0.0023928018177321324,ACTN3/MYBPC2/TPM1/MYL1/JPH1/ASPH/MYOM2/TPM2/CAPN3,9,5.685763888888888
MF,GO:0005246,calcium channel regulator activity,6/324,16/6550,7.345584946449247e-5,0.007005005131652763,0.006440504827311234,CALM1/SGK1/CACNG6/CALM2/STIM1/CACNG1,6,7.581018518518518
MF,GO:0022843,voltage-gated cation channel activity,8/324,30/6550,7.38888235115244e-5,0.007005005131652763,0.006440504827311234,KCNQ5/KCNJ12/CACNG6/KCNS3/KCNN3/CACNB1/CACNA1S/CACNG1,8,5.390946502057613
MF,GO:0099106,ion channel regulator activity,11/324,57/6550,8.719923400397631e-5,0.007005005131652763,0.006440504827311234,CALM1/SGK1/CACNG6/KCNS3/CALM2/STIM1/NEDD4/FGF13/NOS1/CACNG1/NEDD4L,11,3.901342863331167
MF,GO:0005516,calmodulin binding,15/324,100/6550,1.031796863818485e-4,0.00710465840515014,0.006532127513798229,MYH2/MYH1/PHKA1/ATP2B2/KCNQ5/PPP3CA/PHKG1/PPP3CB/PHKB/EEF2K/KCNN3/CACNA1S/NOS1/MAP6D1/SNTB1,15,3.0324074074074074
MF,GO:0030546,signaling receptor activator activity,10/324,60/6550,6.314295837034978e-4,0.025362421612090496,0.02331858374905023,IL32/GPI/EGFR/GDNF/PDGFA/NAMPT/EGF/FGF13/SEMA4D/RABEP1,10,3.369341563786008
MF,GO:0030246,carbohydrate binding,12/324,84/6550,7.943631359597186e-4,0.026051872387645145,0.023952474940376958,PFKM/ALDOA/GPI/PPP1R3A/AGL/PPP1R3C/ATRNL1/MLEC/HK1/ADGRL3/LGALS1/PPP1R3D,12,2.888007054673721
MF,GO:0005523,tropomyosin binding,4/324,11/6550,0.0014701780221727018,0.03517561850390299,0.03234098141546879,TNNT3/LMOD1/TMOD1/SMTNL2,4,7.351290684624018
MF,GO:0048018,receptor ligand activity,9/324,56/6550,0.0015325476941534496,0.03517561850390299,0.03234098141546879,IL32/GPI/GDNF/PDGFA/NAMPT/EGF/FGF13/SEMA4D/RABEP1,9,3.2490079365079363
MF,GO:0016866,intramolecular transferase activity,4/324,12/6550,0.002120000078371764,0.037845927325007044,0.034796102650858196,PGM1/PGAM2/BPGM/PGM2L1,4,6.738683127572016
MF,GO:0031432,titin binding,4/324,12/6550,0.002120000078371764,0.037845927325007044,0.034796102650858196,ANKRD1/CALM1/CALM2/CAPN3,4,6.738683127572016
MF,GO:0015318,inorganic molecular entity transmembrane transporter activity,19/324,192/6550,0.0028905784621143004,0.0429618597545929,0.03949976622992708,ATP2A1/SLC16A3/ATP2B2/KCNQ5/KCNJ12/SLC37A4/CACNG6/SLC24A3/AQP4/SCN4A/KCNS3/KCNN3/CACNB1/SLC12A2/SLC25A12/CACNA1S/CHRND/SLC25A37/CACNG1,19,2.0005465534979425
MF,GO:0004879,nuclear receptor activity,6/324,30/6550,0.003027691361491014,0.0429618597545929,0.03949976622992708,RORA/RXRG/RXRA/SREBF1/NR4A1/AR,6,4.04320987654321
MF,GO:0098531,ligand-activated transcription factor activity,6/324,30/6550,0.003027691361491014,0.0429618597545929,0.03949976622992708,RORA/RXRG/RXRA/SREBF1/NR4A1/AR,6,4.04320987654321
MF,GO:0008157,protein phosphatase 1 binding,5/324,21/6550,0.003031327515498494,0.0429618597545929,0.03949976622992708,SH3RF2/PPP1R3A/PPP1R3C/SMTNL2/PPP1R3D,5,4.813345091122868
MF,GO:0004857,enzyme inhibitor activity,15/324,138/6550,0.003227941458001591,0.043218549521021304,0.039735770579493276,GAPDH/SH3RF2/PPP1R14C/SLN/HEXIM2/TMBIM6/BIN1/TRIB1/CST3/MYOZ1/TXNIP/HEXIM1/HSPB1/SIMC1/SLIT2,15,2.197396672034353
MF,GO:0019887,protein kinase regulator activity,12/324,99/6550,0.0033454609903176315,0.04358141073873239,0.040069390524145744,EGFR/PRKAG3/CALM1/HEXIM2/CCNG1/CALM2/ERBB4/TRIB1/EGF/FGF13/HEXIM1/HSPB1,12,2.450430228208006
MF,GO:0051117,ATPase binding,8/324,52/6550,0.0036764699097104397,0.04663311832843242,0.04287517540133228,EGFR/PPP3CA/SLN/NKAIN1/USP25/UBXN1/AR/ANK2,8,3.1101614434947766
