ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count,foldEnrich
BP,GO:0051241,negative regulation of multicellular organismal process,33/342,366/6414,0.0018780454186020149,0.03253939655759641,0.02770817361191039,ATP2A2/TNNT1/IL17D/PLN/DNAJA4/ALPK2/PFN2/B2M/PROX1/CD74/KCNMA1/ROCK2/PPM1B/PPARA/MAFB/CUL4A/ID1/PRDX2/KREMEN1/THBS4/WNK1/SIRT2/PRKG1/TGFB2/ACOT11/NRP1/GNAI2/CPTP/ERBIN/KLF2/ALDH1A1/ARRDC3/NFIB,33,1.69096922634455
BP,GO:0001913,T cell mediated cytotoxicity,4/342,11/6414,0.0019432805535189702,0.03262294815233919,0.02777932004784958,HLA-B/B2M/HLA-E/CTSH,4,6.819776714513556
BP,GO:0010889,regulation of sequestering of triglyceride,4/342,11/6414,0.0019432805535189702,0.03262294815233919,0.02777932004784958,PLIN5/LPL/PPARA/PNPLA2,4,6.819776714513556
BP,GO:0030730,sequestering of triglyceride,4/342,11/6414,0.0019432805535189702,0.03262294815233919,0.02777932004784958,PLIN5/LPL/PPARA/PNPLA2,4,6.819776714513556
BP,GO:0010882,regulation of cardiac muscle contraction by calcium ion signaling,5/342,18/6414,0.0020147075289252267,0.032967941382412796,0.02807309108619362,ATP2A2/PLN/CASQ2/CAMK2D/GSTO1,5,5.209551656920078
BP,GO:0046716,muscle cell cellular homeostasis,5/342,18/6414,0.0020147075289252267,0.032967941382412796,0.02807309108619362,PLN/CSRP3/CFL2/CAV1/CHRNA1,5,5.209551656920078
BP,GO:0060314,regulation of ryanodine-sensitive calcium-release channel activity,5/342,18/6414,0.0020147075289252267,0.032967941382412796,0.02807309108619362,PLN/CASQ2/CAMK2D/AKAP6/GSTO1,5,5.209551656920078
BP,GO:0098662,inorganic cation transmembrane transport,27/342,283/6414,0.0021792820458112518,0.03512872551456943,0.029913057041483584,ATP2A2/PLN/CASQ2/RRAD/SLC4A7/RYR3/GPD1L/CAV1/ACTN2/KCNMA1/SLC41A1/ISCU/SLC25A4/NNT/UQCR10/PPP3CC/CAMK2D/COX4I1/VDAC1/SLC20A2/AKAP6/WNK1/COX8A/ABCC5/SEC61A1/GSTO1/COX5A,27,1.7892877068997581
BP,GO:0009611,response to wounding,22/342,214/6414,0.0021961251205860842,0.03522497718167779,0.029995017931506655,MYL12A/CD36/DPYSL3/CFLAR/CAV1/DGKZ/PPARA/CD59/MYH9/VEGFA/ACTG1/SDC4/PRDX2/KREMEN1/MYL9/PRKG1/TGFB2/GNAS/VWF/IL6ST/NRP1/TXN2,22,1.9280209870470568
BP,GO:1901699,cellular response to nitrogen compound,29/342,314/6414,0.0024666251313899775,0.03917581091031141,0.03335925938789026,CASQ2/LPL/CD36/CSRP3/CFLAR/RYR3/CAV1/ACHE/ASS1/ACTN2/SIX1/ROCK2/PDK2/SORBS1/NUCKS1/GPT/ID1/ZNF106/AKAP6/GOT1/PDK4/SIRT2/GNAS/IRS2/GNAI2/NCOA1/COL6A1/KLF2/USO1,29,1.7320929712817072
BP,GO:0006584,catecholamine metabolic process,4/342,12/6414,0.002793473973293559,0.04296155406724358,0.036582921770710014,EPAS1/ALDH2/TGFB2/MAOB,4,6.251461988304093
BP,GO:0009712,catechol-containing compound metabolic process,4/342,12/6414,0.002793473973293559,0.04296155406724358,0.036582921770710014,EPAS1/ALDH2/TGFB2/MAOB,4,6.251461988304093
BP,GO:0071456,cellular response to hypoxia,10/342,68/6414,0.002976630872249688,0.044504667318356936,0.03789692431494917,CFLAR/ROCK2/EPAS1/EGLN1/VEGFA/ACAA2/HIPK2/SIRT2/MALAT1/FAM162A,10,2.757997936016512
BP,GO:1905952,regulation of lipid localization,10/342,68/6414,0.002976630872249688,0.044504667318356936,0.03789692431494917,PLIN5/LPL/FABP3/CD36/CAV1/ACSL1/PPARA/PNPLA2/IRS2/DBI,10,2.757997936016512
BP,GO:0044262,cellular carbohydrate metabolic process,16/342,141/6414,0.003251904034456846,0.046907772397666934,0.03994323309106076,PFKFB2/MIDN/PDK2/PPARA/UGP2/SORBS1/ARPP19/B4GALT5/PPP1R1A/IDH2/GPT/GOT1/PDK4/IRS2/MLYCD/IL6ST,16,2.128157272614159
BP,GO:0046390,ribose phosphate biosynthetic process,14/342,116/6414,0.003286439609342714,0.046907772397666934,0.03994323309106076,PDK2/MPC2/ACSL1/ACSS1/PPARA/NDUFA5/ACAT1/NDUFC1/PDK4/MLYCD/NDUFA10/NDUFA1/SDHB/NDUFA12,14,2.2634603750756197
BP,GO:0006006,glucose metabolic process,12/342,92/6414,0.003335248183183515,0.04702733625714607,0.04004504494151393,PFKFB2/MIDN/PDK2/DCXR/PPARA/SORBS1/ARPP19/GPT/PDK4/IRS2/MLYCD/PFKL,12,2.446224256292906
CC,GO:0043292,contractile fiber,38/342,176/6603,1.6244163551954427e-14,5.636724752528186e-12,4.377374599263508e-12,TPM3/TNNI1/MYL3/TNNT1/MYH7/MYL2/TNNC1/MYL12A/MYL6B/MYOZ2/PDLIM1/MYOM3/CASQ2/LMOD2/CSRP3/SMTNL1/ANKRD2/SMPX/LRRC39/MYOT/CRYAB/RYR3/CFL2/MYOM1/C10orf71/TWF2/ACTN2/KLHL40/ACTC1/PDLIM2/TCAP/NRAP/SYNPO2/ACTG1/SDC4/FLNC/PALLD/MYL9,38,4.1685606060606055
CC,GO:0015629,actin cytoskeleton,39/342,265/6603,1.8511755886762182e-9,1.2847158585412957e-7,9.976862120023406e-8,TPM3/TNNI1/MYL3/TNNT1/MYH7/MYL2/TNNC1/MYL12A/MYH7B/MYL6B/MYLK3/MYOZ2/PDLIM1/LMOD2/HSPB7/SMTNL1/MYOT/CRYAB/DPYSL3/XIRP1/CFL2/TWF2/ACTN2/GSN/ACTC1/PDLIM2/SORBS1/MYH14/KALRN/MYH9/SYNPO2/ACTG1/ABLIM1/SH3PXD2A/DBN1/ARHGAP21/PALLD/MYL9/WIPF3,39,2.8414101290963254
CC,GO:0099512,supramolecular fiber,52/342,432/6603,4.87354680746488e-9,2.818534570317189e-7,2.188821022300016e-7,TPM3/TNNI1/MYL3/TNNT1/MYH7/MYL2/TNNC1/MYL12A/MYH7B/MYL6B/MYOZ2/PDLIM1/MYOM3/CASQ2/LMOD2/CSRP3/SMTNL1/ANKRD2/SMPX/LRRC39/MYOT/CRYAB/DPYSL3/RYR3/CFL2/MYOM1/C10orf71/TWF2/ACTN2/DCXR/KLHL40/ACTC1/PDLIM2/MYH14/TCAP/NRAP/MYH9/SYNPO2/KIF22/ACTG1/DBN1/SDC4/FLNC/HOOK2/DPYSL2/SIRT2/PALLD/NES/MYL9/NRP1/WIPF3/COL6A1,52,2.323992852501624
CC,GO:0070469,respirasome,15/342,71/6603,2.458244983811269e-6,5.6867400625500686e-5,4.416215549864455e-5,NNT/CYCS/UQCR10/NDUFA5/COX7C/COX4I1/NDUFC1/UQCRB/UQCRC2/COX8A/NDUFA10/NDUFA1/COX5A/SDHB/NDUFA12,15,4.078947368421052
CC,GO:0031966,mitochondrial membrane,45/342,435/6603,4.589447020651871e-6,9.953363226038745e-5,7.729594982150519e-5,LDHB/PLN/HADHB/COQ8A/DMPK/ACADVL/CRAT/CKMT2/ASS1/VDAC3/MPC2/MFN2/ACSL1/SLC25A4/AKAP1/SLC25A36/NNT/CYCS/UQCR10/MPC1/HADHA/NDUFA5/MRPL41/COX7C/COX4I1/VDAC1/IFI27/NDUFC1/UQCRB/FAM210B/UQCRC2/MRPL33/TMEM65/COX8A/MAOB/NRP1/COQ10A/NDUFA10/FAM162A/NDUFA1/COX5A/SDHB/GPAM/NDUFA12/MTCH1,45,1.997277676950998
CC,GO:0098803,respiratory chain complex,13/342,64/6603,1.8254289286942825e-5,3.1671191912845803e-4,2.459525293398612e-4,UQCR10/NDUFA5/COX7C/COX4I1/NDUFC1/UQCRB/UQCRC2/COX8A/NDUFA10/NDUFA1/COX5A/SDHB/NDUFA12,13,3.921737938596491
CC,GO:1990204,oxidoreductase complex,14/342,85/6603,1.0171623609405155e-4,0.0014706472468598286,0.0011420770368454909,LDHB/GPD1L/PDK2/P4HA1/UQCR10/NDUFA5/ETFB/NDUFC1/UQCRB/UQCRC2/NDUFA10/NDUFA1/SDHB/NDUFA12,14,3.1799793601651185
CC,GO:0030312,external encapsulating structure,17/342,121/6603,1.4772302634563178e-4,0.0019715342362282397,0.0015310564673879246,FLRT2/A2M/ACHE/ADAMTSL4/SPARCL1/COLQ/VEGFA/TIMP3/SERPINB6/CTSF/THBS4/CTSH/IGFBP7/TGFB2/VWF/ERBIN/COL6A1,17,2.7125561838480494
CC,GO:0031012,extracellular matrix,17/342,121/6603,1.4772302634563178e-4,0.0019715342362282397,0.0015310564673879246,FLRT2/A2M/ACHE/ADAMTSL4/SPARCL1/COLQ/VEGFA/TIMP3/SERPINB6/CTSF/THBS4/CTSH/IGFBP7/TGFB2/VWF/ERBIN/COL6A1,17,2.7125561838480494
CC,GO:0070069,cytochrome complex,7/342,26/6603,2.628753509973809e-4,0.00310211809523375,0.002409046662763052,UQCR10/COX7C/COX4I1/UQCRB/UQCRC2/COX8A/COX5A,7,5.1980431848852895
CC,GO:0031091,platelet alpha granule,8/342,35/6603,3.2769646080930466e-4,0.0036680861903493132,0.002848566857968828,CYB5R1/CD36/A2M/VEGFB/ACTN2/VEGFA/TGFB2/VWF,8,4.413032581453634
CC,GO:0016528,sarcoplasm,10/342,58/6603,6.856304777286191e-4,0.006808154377046499,0.005287084849154872,ATP2A2/PLN/CASQ2/RYR3/DMPK/GSN/S100A1/CAMK2D/AKAP6/THBS4,10,3.328796128251663
CC,GO:0033017,sarcoplasmic reticulum membrane,7/342,31/6603,8.399551917268832e-4,0.007877417608898067,0.006117454596929789,ATP2A2/PLN/CASQ2/RYR3/DMPK/CAMK2D/AKAP6,7,4.359649122807017
CC,GO:0016529,sarcoplasmic reticulum,9/342,50/6603,9.165827816219784e-4,0.0083294496904700345,0.006468494223450111,ATP2A2/PLN/CASQ2/RYR3/DMPK/S100A1/CAMK2D/AKAP6/THBS4,9,3.475263157894737
CC,GO:0071556,integral component of lumenal side of endoplasmic reticulum membrane,5/342,16/6603,9.841712890757102e-4,0.0083294496904700345,0.006468494223450111,HLA-B/CD74/HLA-E/HLA-C/SPPL2A,5,6.0334429824561395
CC,GO:0098553,lumenal side of endoplasmic reticulum membrane,5/342,16/6603,9.841712890757102e-4,0.0083294496904700345,0.006468494223450111,HLA-B/CD74/HLA-E/HLA-C/SPPL2A,5,6.0334429824561395
CC,GO:0019867,outer membrane,15/342,121/6603,0.0013673824655164113,0.011034458500795227,0.008569153272269307,HADHB/DMPK/ASS1/VDAC3/MFN2/ACSL1/AKAP1/RETSAT/VDAC1/IFI27/FAM210B/MAOB/CPTP/GPAM/MTCH1,15,2.3934319269247495
CC,GO:0098798,mitochondrial protein-containing complex,22/342,214/6603,0.001527154158140917,0.01204369301988405,0.009352905848901309,HADHB/PDK2/MPC2/SLC25A4/UQCR10/MPC1/HADHA/NDUFA5/MRPL41/COX7C/COX4I1/VDAC1/NDUFC1/UQCRB/UQCRC2/MRPL33/COX8A/NDUFA10/NDUFA1/COX5A/SDHB/NDUFA12,22,1.984833579275291
CC,GO:0012507,ER to Golgi transport vesicle membrane,7/342,35/6603,0.0017967207194061158,0.013854713102976049,0.010759310039016739,HLA-B/B2M/CD74/HLA-E/HLA-C/CD59/USO1,7,3.8614035087719296
CC,GO:1902495,transmembrane transporter complex,15/342,125/6603,0.0019020550348175338,0.01434811080612357,0.011142473430510036,PLN/CASQ2/ATP1B4/RYR3/KCNMA1/CHRNA1/UQCR10/NDUFA5/NDUFC1/AKAP6/UQCRB/UQCRC2/NDUFA10/NDUFA1/NDUFA12,15,2.3168421052631576
CC,GO:0005834,heterotrimeric G-protein complex,4/342,12/6603,0.002511931745515809,0.018159173243624704,0.014102072957281732,GNG5/GNG11/GNAS/GNAI2,4,6.435672514619883
CC,GO:0009986,cell surface,22/342,223/6603,0.0025811035198817956,0.018278426967326185,0.014194683159822547,LPL/CD36/CRYAB/HLA-B/B2M/PAM/CD74/HLA-E/ACHE/BTNL9/HLA-C/CHRNA1/ADGRF5/CD59/GPRC5B/VEGFA/ITGA6/SDC4/RAMP1/CD93/ITGA1/IL6ST,22,1.904728188183463
CC,GO:0098797,plasma membrane protein complex,19/342,183/6603,0.002812935820402768,0.01913899469960315,0.01486298390140575,ATP1B4/CFLAR/HLA-B/B2M/CAV1/GNG5/CD74/HLA-E/KCNMA1/HLA-C/CHRNA1/GNG11/SORBS1/ITGA6/RAMP1/ITGA1/GNAS/IL6ST/GNAI2,19,2.0045537340619304
CC,GO:0098576,lumenal side of membrane,5/342,20/6603,0.002943353424104523,0.019641223810851337,0.015253005598598338,HLA-B/CD74/HLA-E/HLA-C/SPPL2A,5,4.826754385964912
CC,GO:0030055,cell-substrate junction,25/342,274/6603,0.0039028494883536842,0.025079421712198673,0.019476207973071015,PDLIM1/SMPX/FLRT2/XIRP1/B2M/SH3KBP1/CAV1/ACTN2/GSN/ENAH/ACTC1/SORBS1/SLC9A3R2/CD59/NRAP/MYH9/SYNPO2/ACTG1/ITGA6/SDC4/FLNC/PALLD/ITGA1/NRP1/ERBIN,25,1.761589191957997
CC,GO:0005759,mitochondrial matrix,28/342,319/6603,0.004010875906020575,0.025304980716166176,0.019651372860119944,GPT2/HADHB/ACADVL/PDK2/ISCU/ACADS/ACSS1/SIRT5/GLRX5/HADHA/ACAA2/ALDH6A1/ALDH2/MRPL41/IDH2/ACO2/ACAT1/ETFB/VDAC1/MMAB/ECHS1/PDK4/MRPL33/MLYCD/ACOT11/ALDH5A1/NDUFA10/TXN2,28,1.6946598471099379
CC,GO:1990351,transporter complex,15/342,138/6603,0.004967347121997841,0.030239814935671065,0.023483672451180927,PLN/CASQ2/ATP1B4/RYR3/KCNMA1/CHRNA1/UQCR10/NDUFA5/NDUFC1/AKAP6/UQCRB/UQCRC2/NDUFA10/NDUFA1/NDUFA12,15,2.0985888634630054
CC,GO:0098552,side of membrane,18/342,181/6603,0.005675909651311229,0.03395759739663787,0.026370832499740007,CD36/HLA-B/B2M/GNG5/CD74/HLA-E/BTNL9/HLA-C/GNG11/CYTH1/CD59/MYH9/ITGA6/SPPL2A/ITGA1/GNAS/IL6ST/GNAI2,18,1.9200348938644953
MF,GO:0003779,actin binding,36/338,240/6550,4.360657734663419e-9,2.002503515840594e-6,1.6708395823883095e-6,TPM3/TNNI1/MYL3/MYH7/MYL2/TNNC1/MYH7B/MYOZ2/PDLIM1/MYOM3/LMOD2/CSRP3/MYOT/XIRP1/PFN2/CFL2/MYOM1/TWF2/CORO6/ACTN2/KCNMA1/GSN/ENAH/TMSB10/PDLIM2/SORBS1/MYH14/NRAP/MYH9/SYNPO2/ABLIM1/AFDN/DBN1/FLNC/PALLD/WIPF3,36,2.9068047337278107
MF,GO:0016491,oxidoreductase activity,42/338,316/6550,8.650123178577079e-9,2.002503515840594e-6,1.6708395823883095e-6,LDHB/TECRL/CYB5R1/HADHB/MDH1/PAM/ACADVL/CRAT/HSDL2/AKR1C2/P4HA1/DCXR/ACADS/NNT/CYCS/RETSAT/UQCR10/GLRX5/HADHA/EGLN1/NDUFA5/ADI1/ALDH6A1/ALDH2/COX4I1/IDH2/PRDX2/ETFB/NDUFC1/DHCR24/COX8A/MAOB/ALDH5A1/NDUFA10/GSTO1/NDUFA1/COX5A/ALDH1A1/OGFOD1/SDHB/NDUFA12/TXN2,42,2.575649764062617
MF,GO:0008307,structural constituent of muscle,10/338,32/6550,2.732002986201751e-6,4.216391275371369e-4,3.5180529681966407e-4,MYL3/MYL2/MYL6B/CSRP3/ANKRD2/MYOT/MYOM1/ACTN2/TCAP/MYL9,10,6.055843195266272
MF,GO:0051287,NAD binding,9/338,34/6550,3.880557997668638e-5,0.0029944972548676323,0.002498534710779632,LDHB/GPD1L/NNT/SIRT5/HADHA/ALDH2/IDH2/SIRT2/ALDH1A1,9,5.129655412460842
MF,GO:0000062,fatty-acyl-CoA binding,6/338,15/6550,6.079785772480129e-5,0.0035186760158228744,0.0029358965506581674,ACADVL/ECI2/HADHA/ALDH6A1/ACOT11/DBI,6,7.7514792899408285
MF,GO:1901567,fatty acid derivative binding,6/338,15/6550,6.079785772480129e-5,0.0035186760158228744,0.0029358965506581674,ACADVL/ECI2/HADHA/ALDH6A1/ACOT11/DBI,6,7.7514792899408285
MF,GO:0042805,actinin binding,7/338,22/6550,7.965070312156767e-5,0.004097586171698426,0.0034189249176158286,PDLIM1/CSRP3/MYOT/PDLIM2/NRAP/SYNPO2/PALLD,7,6.165949435180205
MF,GO:1901681,sulfur compound binding,14/338,85/6550,9.764256787153918e-5,0.0041098644476838765,0.0034291696085028594,LPL/RSPO3/DPYSL3/ACADVL/VEGFB/ECI2/HADHA/COLQ/VEGFA/ALDH6A1/THBS4/ACOT11/NRP1/DBI,14,3.1917855899756353
MF,GO:0005102,signaling receptor binding,39/338,418/6550,1.8876630038270977e-4,0.006242771219799615,0.005208814454169511,MYL12A/IL17D/LPL/CD36/RSPO3/FNDC5/FLRT2/CFLAR/HLA-B/CAV1/A2M/VEGFB/CD74/HLA-E/BTNL9/ACTN2/FABP4/SORBS1/ARPP19/SLC9A3R2/GPRC5B/MYH9/MTRNR2L12/VEGFA/ITGA6/THBS4/NES/ITGA1/TGFB2/GNAS/IRS2/VWF/IL6ST/ARHGEF12/GNAI2/NCOA1/DBI/ERBIN/ARRDC3,39,1.8080603606919396
MF,GO:0015075,ion transmembrane transporter activity,25/338,235/6550,4.1967745630377393e-4,0.011430038956979255,0.009536942815076473,ATP2A2/CD36/ATP1B4/TMEM120A/SLC4A7/RYR3/SLC16A1/KCNMA1/VDAC3/SLC41A1/MPC2/CHRNA1/SLC25A4/NNT/UQCR10/MPC1/SLC38A2/COX4I1/VDAC1/SLC20A2/SLCO5A1/COX8A/ABCC5/SEC61A1/COX5A,25,2.0615636409417095
MF,GO:0033218,amide binding,19/338,159/6550,4.974191246042064e-4,0.012794725260652643,0.01067560343448794,CD36/CRYAB/HLA-B/ACADVL/CD74/HLA-E/ACHE/ECI2/HLA-C/HADHA/ALDH6A1/VDAC1/RAMP1/DHCR24/TGFB2/ACOT11/SEC61A1/CPTP/DBI,19,2.315693498567229
MF,GO:0015453,oxidoreduction-driven active transmembrane transporter activity,9/338,49/6550,7.656860076195953e-4,0.01772563107639363,0.014789829726125867,UQCR10/NDUFA5/COX4I1/NDUFC1/COX8A/NDUFA10/NDUFA1/COX5A/NDUFA12,9,3.5593527351769114
MF,GO:0003823,antigen binding,5/338,16/6550,9.675799026299995e-4,0.02036315885989499,0.016990517907426308,HLA-B/HLA-E/HLA-C/DHCR24/PPP2R1A,5,6.055843195266272
MF,GO:0008028,monocarboxylic acid transmembrane transporter activity,4/338,10/6550,0.001141430538300289,0.02162859559001558,0.01804636712864776,CD36/SLC16A1/MPC2/MPC1,4,7.7514792899408285
MF,GO:0019842,vitamin binding,8/338,42/6550,0.0011678507338021371,0.02162859559001558,0.01804636712864776,GPT2/PAM/P4HA1/EGLN1/GPT/MMAB/GOT1/OGFOD1,8,3.6911806142575374
MF,GO:0017022,myosin binding,7/338,33/6550,0.0012208013054647918,0.0217396540165461,0.018139031542735974,MYL3/MYL2/MYL12A/GSN/ACTC1/PDLIM2/MYL9,7,4.110632956786803
MF,GO:0016408,C-acyltransferase activity,4/338,11/6550,0.0017212032770003367,0.027135425364287678,0.02264113017777328,HADHB/HADHA/ACAA2/ACAT1,4,7.046799354491662
MF,GO:0042605,peptide antigen binding,4/338,11/6550,0.0017212032770003367,0.027135425364287678,0.02264113017777328,HLA-B/HLA-E/HLA-C/DHCR24,4,7.046799354491662
MF,GO:0005546,"phosphatidylinositol-4,5-bisphosphate binding",7/338,35/6550,0.0017582349048134564,0.027135425364287678,0.02264113017777328,PFN2/TWF2/ACTN2/GSN/SNX21/SH3PXD2A/PHLDA3,7,3.8757396449704147
MF,GO:0008201,heparin binding,7/338,36/6550,0.0020878944221131793,0.028357956605152914,0.023661180116155776,LPL/RSPO3/VEGFB/COLQ/VEGFA/THBS4/NRP1,7,3.768080210387903
MF,GO:0005539,glycosaminoglycan binding,8/338,46/6550,0.0021567280723766634,0.028357956605152914,0.023661180116155776,LPL/RSPO3/DPYSL3/VEGFB/COLQ/VEGFA/THBS4/NRP1,8,3.370208386930795
MF,GO:0000146,microfilament motor activity,5/338,19/6550,0.0022661865969560643,0.028357956605152914,0.023661180116155776,MYH7/MYH7B/ACTC1/MYH14/MYH9,5,5.09965742759265
MF,GO:0043495,protein-membrane adaptor activity,4/338,12/6550,0.002477671931992923,0.03018847643454535,0.025188520749069326,LPL/SLC9A3R2/MYH9/AKAP6,4,6.459566074950691
MF,GO:0048029,monosaccharide binding,6/338,30/6550,0.0037383307904315863,0.04221578429194694,0.03522381001510635,PAM/P4HA1/UGP2/EGLN1/OGFOD1/PFKL,6,3.8757396449704142
MF,GO:0005509,calcium ion binding,20/338,205/6550,0.004336003279138598,0.047799274243837404,0.03988253642716455,MYL3/ATP2A2/MYL2/TNNC1/MYL12A/MYL6B/CASQ2/LPL/RYR3/PAM/MASP1/ACTN2/GSN/S100A1/SPARCL1/PADI2/THBS4/MYL9/CD93/EHD2,20,1.8906047048636165
MF,GO:0031406,carboxylic acid binding,7/338,41/6550,0.0045066741943059355,0.04852535237124763,0.040488358122650635,FABP3/PAM/AKR1C2/P4HA1/FABP4/EGLN1/OGFOD1,7,3.3085582335113295
