MYH1,MYH2,MYH7,TPM3,TPM1,ATP2A2,ATP2A1,TNNT1,TNNT3,MYL2,MYL1,MYL3,sum_MYH,MYH7_fraction,order_MYH7,MYH2_fraction,order_MYH2,MYH1_fraction,order_MYH1,sum_MYH_slowfast,MYH7_fraction_slowfast,order_MYH7_slowfast,MYH2_fraction_slowfast,order_MYH2_slowfast,sum_TNNT,TNNT1_fraction,order_TNNT1,TNNT3_fraction,order_TNNT3,sum_TPM,TPM1_fraction,order_TPM1,TPM3_fraction,order_TPM3,sum_ATP2A,ATP2A1_fraction,order_ATP2A1,ATP2A2_fraction,order_ATP2A2,sum_MYL,MYL1_fraction,order_MYL1,MYL3_fraction,order_MYL3,fiber_type_MYH,fiber_type_MYH_slowfast,fiber_type_TPM_slowfast,fiber_type_TNNT_slowfast,fiber_type_ATP2A_slowfast,fiber_type_MYL_slowfast,fiber_type_combined,fiber_type_MYH_hybrids,Sample,subject,fiber
0,14,510,161,3,82,1,351,5,379,101,171,524,97.32824427480917,76,2.6717557251908395,796,0,896,524,97.32824427480917,113,2.6717557251908395,813,356,98.59550561797754,109,1.4044943820224718,817,164,1.8292682926829267,856,98.17073170731707,70,83,1.2048192771084338,900,98.79518072289156,27,272,37.13235294117647,780,62.86764705882353,146,Type 1,Slow,Slow,Slow,Slow,Slow,Slow,Type 1,11_9,11,9
3,20,581,253,5,237,9,489,7,667,152,257,604,96.19205298013244,133,3.3112582781456954,754,0.49668874172185434,763,601,96.67221297836939,146,3.3277870216306153,780,496,98.58870967741935,110,1.411290322580645,816,258,1.937984496124031,852,98.06201550387597,74,246,3.6585365853658534,820,96.34146341463415,106,409,37.163814180929094,779,62.8361858190709,147,Type 1,Slow,Slow,Slow,Slow,Slow,Slow,Type 1,5_166,5,166
7,9,634,204,3,96,18,267,8,559,96,162,650,97.53846153846155,62,1.3846153846153846,886,1.0769230769230769,572,643,98.60031104199068,36,1.3996889580093312,890,275,97.0909090909091,212,2.909090909090909,714,207,1.4492753623188406,884,98.55072463768117,42,114,15.789473684210526,660,84.21052631578947,266,258,37.2093023255814,778,62.7906976744186,148,Type 1,Slow,Slow,Slow,Slow,Slow,Slow,Type 1,8_6,8,6
36,54,899,140,19,82,23,464,26,528,98,165,989,90.89989888776542,272,5.460060667340748,642,3.640040444893832,302,953,94.33368310598111,245,5.6663168940188875,681,490,94.6938775510204,285,5.3061224489795915,641,159,11.949685534591195,626,88.0503144654088,300,105,21.904761904761905,629,78.0952380952381,297,263,37.26235741444867,777,62.737642585551335,149,Type 1,Slow,Slow,Slow,Slow,Slow,Slow,Type 1,10_4,10,4
2,10,621,182,4,142,3,417,4,434,102,171,633,98.10426540284361,37,1.579778830963665,876,0.315955766192733,825,631,98.41521394611728,46,1.5847860538827259,880,421,99.04988123515439,54,0.9501187648456058,872,186,2.1505376344086025,842,97.84946236559139,85,145,2.0689655172413794,866,97.93103448275862,60,273,37.362637362637365,776,62.637362637362635,150,Type 1,Slow,Slow,Slow,Slow,Slow,Slow,Type 1,13_4,13,4
1,7,556,215,3,156,0,349,2,632,108,181,564,98.581560283687935,23,1.2411347517730498,889,0.1773049645390071,866,563,98.75666074600356,32,1.2433392539964476,894,351,99.43019943019942,19,0.5698005698005698,907,218,1.3761467889908259,889,98.62385321100918,37,156,0,924,100,3,289,37.37024221453287,775,62.629757785467135,151,Type 1,Slow,Slow,Slow,Slow,Slow,Slow,Type 1,4_22,4,22
0,52,418,165,15,163,28,400,15,545,153,255,470,88.93617021276596,299,11.063829787234042,548,0,881,470,88.93617021276596,312,11.063829787234042,614,415,96.3855421686747,249,3.614457831325301,677,180,8.333333333333332,661,91.66666666666666,265,191,14.659685863874344,669,85.34031413612566,257,408,37.5,773,62.5,152,Type 1,Slow,Slow,Slow,Slow,Slow,Slow,Type 1,7_89,7,89
9,8,686,147,6,71,22,419,6,742,138,230,703,97.58179231863441,59,1.1379800853485065,897,1.2802275960170697,525,694,98.84726224783861,25,1.1527377521613833,901,425,98.58823529411764,111,1.411764705882353,815,153,3.9215686274509802,757,96.07843137254902,169,93,23.655913978494624,626,76.34408602150538,300,368,37.5,774,62.5,153,Type 1,Slow,Slow,Slow,Hybrid,Slow,Hybrid,Type 1,12_10,12,10
9,25,560,183,12,149,24,367,7,382,83,138,594,94.27609427609428,212,4.208754208754209,697,1.5151515151515151,468,585,95.72649572649573,198,4.273504273504273,728,374,98.1283422459893,148,1.8716577540106951,778,195,6.153846153846154,695,93.84615384615384,231,173,13.872832369942195,675,86.1271676300578,251,221,37.55656108597285,772,62.44343891402715,154,Type 1,Slow,Slow,Slow,Slow,Slow,Slow,Type 1,13_87,13,87
9,17,557,208,6,209,6,464,6,637,145,238,583,95.54030874785592,160,2.9159519725557463,778,1.5437392795883362,465,574,97.0383275261324,127,2.961672473867596,799,470,98.72340425531915,96,1.276595744680851,830,214,2.803738317757009,810,97.19626168224299,116,215,2.7906976744186047,838,97.20930232558139,88,383,37.85900783289817,771,62.14099216710183,155,Type 1,Slow,Slow,Slow,Slow,Slow,Slow,Type 1,10_23,10,23
6,18,653,243,8,168,7,486,5,544,86,141,677,96.4549483013294,120,2.658788774002954,797,0.8862629246676514,629,671,97.31743666169895,114,2.682563338301043,812,491,98.98167006109979,60,1.0183299389002036,866,251,3.187250996015936,794,96.81274900398407,132,175,4,812,96,112,227,37.88546255506608,770,62.11453744493392,156,Type 1,Slow,Slow,Slow,Slow,Slow,Slow,Type 1,5_159,5,159
9,61,672,145,13,79,18,316,21,279,76,124,742,90.56603773584906,279,8.221024258760108,581,1.2129380053908356,539,733,91.67803547066849,288,8.321964529331515,638,337,93.76854599406528,308,6.231454005934718,618,158,8.227848101265822,665,91.77215189873418,262,97,18.556701030927837,644,81.44329896907216,283,200,38,769,62,157,Type 1,Slow,Slow,Slow,Slow,Slow,Slow,Type 1,8_172,8,172
0,9,489,224,2,119,1,332,3,449,103,168,498,98.19277108433735,33,1.8072289156626504,860,0,906,498,98.19277108433735,60,1.8072289156626504,866,335,99.1044776119403,45,0.8955223880597015,881,226,0.8849557522123894,911,99.11504424778761,15,120,0.8333333333333334,909,99.16666666666667,17,271,38.00738007380074,768,61.99261992619927,158,Type 1,Slow,Slow,Slow,Slow,Slow,Slow,Type 1,4_94,4,94
4,30,632,232,18,113,14,378,17,672,108,176,666,94.8948948948949,185,4.504504504504505,680,0.6006006006006006,725,662,95.46827794561933,207,4.531722054380665,719,395,95.69620253164557,266,4.30379746835443,660,250,7.199999999999999,675,92.80000000000001,251,127,11.023622047244094,699,88.9763779527559,227,284,38.028169014084504,766,61.97183098591549,159,Type 1,Slow,Slow,Slow,Slow,Slow,Slow,Type 1,2_83,2,83
5,55,588,119,13,111,18,493,10,567,81,132,648,90.74074074074075,273,8.487654320987655,576,0.7716049382716049,658,643,91.44634525660965,291,8.553654743390357,635,503,98.01192842942345,158,1.9880715705765408,768,132,9.848484848484848,641,90.15151515151516,285,129,13.953488372093023,673,86.04651162790698,253,213,38.028169014084504,767,61.97183098591549,160,Type 1,Slow,Slow,Slow,Slow,Slow,Slow,Type 1,12_83,12,83
8,18,687,223,7,124,6,344,5,470,95,154,713,96.35343618513323,125,2.524544179523142,810,1.1220196353436185,560,705,97.44680851063829,102,2.553191489361702,824,349,98.56733524355302,114,1.4326647564469914,812,230,3.0434782608695654,802,96.95652173913044,125,130,4.615384615384616,799,95.38461538461539,127,249,38.152610441767074,765,61.84738955823293,161,Type 1,Slow,Slow,Slow,Slow,Slow,Slow,Type 1,13_100,13,100
3,37,815,139,10,55,8,421,23,436,70,113,855,95.32163742690058,171,4.3274853801169595,690,0.3508771929824561,811,852,95.65727699530517,199,4.342723004694836,727,444,94.81981981981981,283,5.18018018018018,643,149,6.7114093959731544,686,93.28859060402685,240,63,12.698412698412698,686,87.3015873015873,240,183,38.25136612021858,764,61.74863387978142,162,Type 1,Slow,Slow,Slow,Slow,Slow,Slow,Type 1,9_87,9,87
0,15,483,159,4,133,1,413,8,461,131,211,498,96.98795180722891,92,3.0120481927710845,775,0,893,498,96.98795180722891,129,3.0120481927710845,797,421,98.09976247030879,152,1.9002375296912115,774,163,2.4539877300613497,826,97.54601226993866,100,134,0.7462686567164178,912,99.25373134328358,15,342,38.30409356725146,763,61.69590643274854,163,Type 1,Slow,Slow,Slow,Slow,Slow,Slow,Type 1,11_2,11,2
6,34,723,175,13,96,22,389,15,534,131,209,763,94.75753604193972,194,4.456094364351245,684,0.7863695937090431,655,757,95.50858652575957,204,4.491413474240423,722,404,96.28712871287128,253,3.7128712871287126,673,188,6.914893617021277,682,93.08510638297872,244,118,18.64406779661017,642,81.35593220338984,284,340,38.529411764705884,762,61.47058823529412,164,Type 1,Slow,Slow,Slow,Slow,Slow,Slow,Type 1,8_98,8,98
0,16,485,198,7,222,7,431,5,843,167,265,501,96.8063872255489,101,3.1936127744510974,761,0,891,501,96.8063872255489,139,3.1936127744510974,787,436,98.85321100917432,76,1.146788990825688,850,205,3.414634146341464,783,96.58536585365853,143,229,3.056768558951965,833,96.94323144104804,93,432,38.657407407407405,761,61.342592592592595,165,Type 1,Slow,Slow,Slow,Slow,Slow,Slow,Type 1,9_158,9,158
8,24,499,195,8,170,6,417,12,604,95,150,531,93.97363465160076,223,4.519774011299435,677,1.5065913370998116,469,523,95.41108986615679,210,4.588910133843212,716,429,97.2027972027972,203,2.797202797202797,723,203,3.9408866995073892,756,96.05911330049261,170,176,3.4090909090909087,825,96.5909090909091,101,245,38.775510204081634,760,61.224489795918366,166,Type 1,Slow,Slow,Slow,Slow,Slow,Slow,Type 1,2_9,2,9
2,8,376,240,4,170,2,315,4,579,52,82,386,97.40932642487047,70,2.072538860103627,844,0.5181347150259068,754,384,97.91666666666666,72,2.083333333333333,853,319,98.7460815047022,93,1.2539184952978055,833,244,1.639344262295082,869,98.36065573770492,57,172,1.1627906976744187,902,98.83720930232558,24,134,38.80597014925373,759,61.19402985074627,167,Type 1,Slow,Slow,Slow,Slow,Slow,Slow,Type 1,2_23,2,23
5,13,599,196,2,164,3,430,5,550,132,207,617,97.08265802269044,87,2.106969205834684,842,0.8103727714748784,650,612,97.87581699346404,75,2.1241830065359477,851,435,98.85057471264368,77,1.1494252873563218,849,198,1.0101010101010102,907,98.98989898989899,20,167,1.7964071856287425,876,98.20359281437125,50,339,38.93805309734513,758,61.06194690265486,168,Type 1,Slow,Slow,Slow,Slow,Slow,Slow,Type 1,13_25,13,25
11,81,1032,145,20,62,21,529,17,479,67,105,1124,91.81494661921708,260,7.206405693950178,597,0.9786476868327402,604,1113,92.72237196765498,274,7.277628032345014,652,546,96.88644688644689,223,3.1135531135531136,703,165,12.121212121212121,624,87.87878787878788,302,83,25.301204819277107,621,74.69879518072288,305,172,38.95348837209303,757,61.04651162790697,169,Type 1,Slow,Slow,Slow,Hybrid,Slow,Hybrid,Type 1,10_165,10,165
8,23,438,182,15,96,5,384,10,627,112,175,469,93.39019189765459,240,4.904051172707889,665,1.7057569296375266,439,461,95.01084598698482,224,4.989154013015185,702,394,97.46192893401016,186,2.5380710659898478,740,197,7.614213197969544,670,92.38578680203045,256,101,4.9504950495049505,792,95.04950495049505,134,287,39.02439024390244,756,60.97560975609756,170,Type 1,Slow,Slow,Slow,Slow,Slow,Slow,Type 1,2_164,2,164
3,11,670,196,2,125,2,423,6,555,113,176,684,97.953216374269,45,1.608187134502924,875,0.43859649122807015,786,681,98.38472834067548,47,1.6152716593245229,879,429,98.6013986013986,108,1.3986013986013985,818,198,1.0101010101010102,906,98.98989898989899,19,127,1.574803149606299,886,98.4251968503937,40,289,39.10034602076124,755,60.89965397923876,171,Type 1,Slow,Slow,Slow,Slow,Slow,Slow,Type 1,4_17,4,17
1,5,798,221,4,189,7,658,1,469,110,170,804,99.25373134328358,10,0.6218905472636816,915,0.12437810945273632,875,803,99.37733499377335,11,0.62266500622665,915,659,99.84825493171472,5,0.15174506828528073,921,225,1.7777777777777777,861,98.22222222222223,66,196,3.571428571428571,823,96.42857142857143,103,280,39.285714285714285,754,60.71428571428571,172,Type 1,Slow,Slow,Slow,Slow,Slow,Slow,Type 1,1_88,1,88
8,22,574,141,4,105,11,209,4,505,105,162,604,95.03311258278146,177,3.642384105960265,733,1.3245033112582782,519,596,96.30872483221476,165,3.691275167785235,761,213,98.12206572769952,149,1.8779342723004695,777,145,2.7586206896551726,813,97.24137931034483,113,116,9.482758620689655,717,90.51724137931035,209,267,39.325842696629216,753,60.67415730337079,173,Type 1,Slow,Slow,Slow,Slow,Slow,Slow,Type 1,8_16,8,16
21,100,922,191,24,53,22,310,35,524,89,137,1043,88.39884947267498,303,9.587727708533079,562,2.013422818791946,393,1022,90.21526418786692,304,9.784735812133071,622,345,89.85507246376811,331,10.144927536231885,595,215,11.162790697674419,629,88.83720930232558,297,75,29.333333333333332,611,70.66666666666667,315,226,39.38053097345133,752,60.61946902654868,174,Type 1,Slow,Slow,Slow,Hybrid,Slow,Hybrid,Type 1,8_156,8,156
7,11,550,220,6,155,13,392,3,472,119,183,568,96.83098591549296,99,1.936619718309859,852,1.232394366197183,533,561,98.0392156862745,67,1.9607843137254901,859,395,99.24050632911391,36,0.7594936708860759,890,226,2.6548672566371683,818,97.34513274336283,108,168,7.738095238095238,744,92.26190476190477,182,302,39.40397350993378,751,60.59602649006622,175,Type 1,Slow,Slow,Slow,Slow,Slow,Slow,Type 1,13_81,13,81
0,8,612,170,3,163,1,419,5,639,145,222,620,98.70967741935483,20,1.2903225806451613,888,0,911,620,98.70967741935483,34,1.2903225806451613,892,424,98.82075471698113,81,1.179245283018868,845,173,1.7341040462427744,863,98.26589595375722,63,164,0.6097560975609756,916,99.39024390243902,10,367,39.509536784741144,750,60.49046321525886,176,Type 1,Slow,Slow,Slow,Slow,Slow,Slow,Type 1,4_1,4,1
0,4,663,210,1,137,10,788,3,449,144,220,667,99.40029985007496,8,0.5997001499250375,917,0,919,667,99.40029985007496,9,0.5997001499250375,917,791,99.62073324905182,9,0.37926675094816686,917,211,0.47393364928909953,920,99.52606635071089,6,147,6.802721088435375,758,93.19727891156462,168,364,39.56043956043956,749,60.43956043956044,177,Type 1,Slow,Slow,Slow,Slow,Slow,Slow,Type 1,1_167,1,167
8,39,525,205,8,173,14,377,12,561,93,142,572,91.78321678321679,263,6.8181818181818175,604,1.3986013986013985,497,564,93.08510638297872,268,6.914893617021277,658,389,96.91516709511568,220,3.0848329048843186,706,213,3.755868544600939,767,96.24413145539906,159,187,7.4866310160427805,748,92.51336898395722,178,235,39.57446808510638,748,60.42553191489362,178,Type 1,Slow,Slow,Slow,Slow,Slow,Slow,Type 1,3_2,3,2
8,19,553,143,11,67,36,311,11,436,92,140,580,95.34482758620689,169,3.2758620689655173,755,1.3793103448275863,503,572,96.67832167832168,145,3.3216783216783217,781,322,96.58385093167702,238,3.4161490683229814,688,154,7.142857142857142,676,92.85714285714286,250,103,34.95145631067961,602,65.0485436893204,324,232,39.6551724137931,747,60.3448275862069,179,Type 1,Slow,Slow,Slow,Hybrid,Slow,Hybrid,Type 1,12_9,12,9
4,18,517,157,6,73,3,268,8,414,87,131,539,95.91836734693877,145,3.339517625231911,751,0.7421150278293136,668,535,96.6355140186916,147,3.364485981308411,779,276,97.10144927536231,211,2.898550724637681,715,163,3.6809815950920246,770,96.31901840490798,156,76,3.9473684210526314,816,96.05263157894737,110,218,39.908256880733944,746,60.09174311926605,180,Type 1,Slow,Slow,Slow,Slow,Slow,Slow,Type 1,5_16,5,16
5,22,444,169,7,133,5,398,3,581,105,157,471,94.26751592356688,213,4.670912951167728,672,1.0615711252653928,576,466,95.27896995708154,215,4.721030042918455,711,401,99.25187032418953,35,0.7481296758104738,891,176,3.977272727272727,754,96.02272727272727,173,138,3.6231884057971016,822,96.37681159420289,104,262,40.0763358778626,745,59.92366412213741,181,Type 1,Slow,Slow,Slow,Slow,Slow,Slow,Type 1,3_23,3,23
5,5,757,277,3,164,2,663,8,721,142,212,767,98.69621903520208,21,0.651890482398957,913,0.651890482398957,706,762,99.34383202099738,13,0.6561679790026247,913,671,98.80774962742176,84,1.1922503725782414,842,280,1.0714285714285714,900,98.92857142857143,26,166,1.2048192771084338,899,98.79518072289156,26,354,40.11299435028249,744,59.887005649717516,182,Type 1,Slow,Slow,Slow,Slow,Slow,Slow,Type 1,1_90,1,90
3,8,414,206,3,117,8,287,5,543,120,179,425,97.41176470588235,69,1.8823529411764703,853,0.7058823529411765,686,422,98.10426540284361,66,1.8957345971563981,860,292,98.28767123287672,137,1.7123287671232876,789,209,1.4354066985645932,885,98.56459330143541,40,125,6.4,765,93.60000000000001,161,299,40.13377926421405,743,59.86622073578596,183,Type 1,Slow,Slow,Slow,Slow,Slow,Slow,Type 1,8_22,8,22
3,18,435,152,5,141,7,438,4,440,115,171,456,95.39473684210526,167,3.9473684210526314,710,0.6578947368421052,702,453,96.02649006622516,183,3.9735099337748347,743,442,99.09502262443439,46,0.904977375565611,880,157,3.1847133757961785,795,96.81528662420382,131,148,4.72972972972973,796,95.27027027027027,129,286,40.20979020979021,741,59.790209790209794,184,Type 1,Slow,Slow,Slow,Slow,Slow,Slow,Type 1,5_76,5,76
4,17,570,227,13,102,9,412,5,465,115,171,591,96.44670050761421,121,2.8764805414551606,781,0.676818950930626,699,587,97.10391822827938,124,2.8960817717206133,802,417,98.8009592326139,85,1.1990407673860912,841,240,5.416666666666667,708,94.58333333333333,218,111,8.108108108108109,737,91.8918918918919,189,286,40.20979020979021,742,59.790209790209794,185,Type 1,Slow,Slow,Slow,Slow,Slow,Slow,Type 1,13_82,13,82
2,10,532,169,6,143,3,416,3,436,116,171,544,97.79411764705883,52,1.8382352941176472,856,0.3676470588235294,808,542,98.1549815498155,65,1.8450184501845017,861,419,99.28400954653938,33,0.7159904534606205,893,175,3.428571428571429,782,96.57142857142857,144,146,2.054794520547945,868,97.94520547945206,58,287,40.41811846689895,740,59.58188153310105,186,Type 1,Slow,Slow,Slow,Slow,Slow,Slow,Type 1,13_11,13,11
3,26,584,303,13,178,4,465,9,776,180,265,613,95.26916802610114,174,4.241435562805873,694,0.48939641109298526,765,610,95.73770491803279,196,4.2622950819672125,730,474,98.10126582278481,151,1.89873417721519,775,316,4.113924050632911,745,95.88607594936708,181,182,2.197802197802198,858,97.8021978021978,68,445,40.44943820224719,739,59.55056179775281,187,Type 1,Slow,Slow,Slow,Slow,Slow,Slow,Type 1,9_157,9,157
20,96,569,132,18,110,22,410,23,460,111,163,685,83.06569343065694,325,14.014598540145986,527,2.9197080291970803,330,665,85.56390977443608,327,14.43609022556391,599,433,94.68822170900692,286,5.311778290993072,640,150,12,625,88,301,132,16.666666666666664,657,83.33333333333334,270,274,40.51094890510949,738,59.48905109489051,188,Hybrid 1/2A,Hybrid,Slow,Slow,Slow,Slow,Hybrid,Hybrid 1/2A,10_156,10,156
8,25,669,211,9,164,9,357,8,492,90,132,702,95.2991452991453,173,3.561253561253561,737,1.1396011396011396,554,694,96.39769452449568,160,3.602305475504323,766,365,97.80821917808218,168,2.191780821917808,758,220,4.090909090909091,748,95.9090909090909,178,173,5.202312138728324,785,94.79768786127167,141,222,40.54054054054054,737,59.45945945945946,189,Type 1,Slow,Slow,Slow,Slow,Slow,Slow,Type 1,13_157,13,157
8,48,476,154,9,90,16,422,18,415,108,157,532,89.47368421052632,295,9.022556390977442,568,1.5037593984962405,471,524,90.83969465648855,300,9.16030534351145,626,440,95.9090909090909,263,4.090909090909091,663,163,5.521472392638037,705,94.47852760736197,221,106,15.09433962264151,667,84.90566037735849,259,265,40.75471698113208,736,59.24528301886792,190,Type 1,Slow,Slow,Slow,Slow,Slow,Slow,Type 1,11_18,11,18
3,30,517,183,9,104,12,390,32,619,93,134,550,94,222,5.454545454545454,643,0.5454545454545455,741,547,94.51553930530164,237,5.484460694698354,689,422,92.41706161137441,318,7.5829383886255926,608,192,4.6875,731,95.3125,195,116,10.344827586206897,706,89.65517241379311,220,227,40.969162995594715,735,59.03083700440529,191,Type 1,Slow,Slow,Slow,Slow,Slow,Slow,Type 1,3_90,3,90
4,5,425,147,8,161,19,345,10,526,166,239,434,97.92626728110599,47,1.1520737327188941,896,0.9216589861751152,621,430,98.83720930232558,27,1.1627906976744187,899,355,97.1830985915493,206,2.8169014084507045,720,155,5.161290322580645,718,94.83870967741936,208,180,10.555555555555555,704,89.44444444444444,222,405,40.98765432098765,734,59.01234567901235,192,Type 1,Slow,Slow,Slow,Slow,Slow,Slow,Type 1,8_3,8,3
2,17,626,177,11,137,7,385,14,788,116,167,645,97.05426356589147,88,2.635658914728682,798,0.31007751937984496,827,643,97.3561430793157,110,2.6438569206842923,816,399,96.49122807017544,243,3.508771929824561,683,188,5.851063829787234,700,94.14893617021278,226,144,4.861111111111112,794,95.13888888888889,132,283,40.98939929328622,733,59.01060070671378,193,Type 1,Slow,Slow,Slow,Slow,Slow,Slow,Type 1,12_76,12,76
7,24,482,164,7,110,7,412,9,468,129,185,513,93.95711500974659,224,4.678362573099415,671,1.364522417153996,507,506,95.25691699604744,217,4.743083003952568,709,421,97.8622327790974,166,2.137767220902613,760,171,4.093567251461988,746,95.90643274853801,179,117,5.982905982905983,770,94.01709401709401,155,314,41.082802547770704,732,58.917197452229296,194,Type 1,Slow,Slow,Slow,Slow,Slow,Slow,Type 1,5_90,5,90
2,21,775,209,6,103,5,408,6,554,113,162,798,97.11779448621553,85,2.631578947368421,800,0.2506265664160401,847,796,97.36180904522614,109,2.638190954773869,817,414,98.55072463768117,116,1.4492753623188406,810,215,2.7906976744186047,812,97.20930232558139,114,108,4.62962962962963,798,95.37037037037037,128,275,41.090909090909086,731,58.909090909090914,195,Type 1,Slow,Slow,Slow,Slow,Slow,Slow,Type 1,5_5,5,5
4,47,559,272,35,125,64,445,27,552,161,229,610,91.63934426229508,265,7.704918032786885,585,0.6557377049180327,703,606,92.24422442244224,283,7.755775577557755,643,472,94.27966101694916,295,5.720338983050848,631,307,11.400651465798045,628,88.59934853420195,298,189,33.86243386243386,604,66.13756613756614,322,390,41.28205128205128,730,58.71794871794872,196,Type 1,Slow,Slow,Slow,Hybrid,Slow,Hybrid,Type 1,9_90,9,90
0,9,482,189,2,110,1,391,4,501,128,182,491,98.16700610997964,35,1.8329938900203666,857,0,904,491,98.16700610997964,64,1.8329938900203666,862,395,98.9873417721519,58,1.0126582278481013,868,191,1.0471204188481675,903,98.95287958115183,24,111,0.9009009009009009,908,99.09909909909909,18,310,41.29032258064516,729,58.70967741935483,197,Type 1,Slow,Slow,Slow,Slow,Slow,Slow,Type 1,11_20,11,20
5,30,380,193,4,184,8,398,11,484,127,180,415,91.56626506024097,266,7.228915662650602,596,1.2048192771084338,541,410,92.6829268292683,276,7.317073170731707,650,409,97.31051344743277,192,2.689486552567237,734,197,2.030456852791878,846,97.96954314720813,80,192,4.166666666666666,808,95.83333333333334,117,307,41.36807817589577,728,58.63192182410424,198,Type 1,Slow,Slow,Slow,Slow,Slow,Slow,Type 1,7_162,7,162
1,8,443,174,3,123,1,403,5,512,125,177,452,98.00884955752213,41,1.7699115044247788,863,0.22123893805309736,852,451,98.22616407982262,59,1.7738359201773837,867,408,98.77450980392157,89,1.2254901960784315,837,177,1.694915254237288,866,98.30508474576271,60,124,0.8064516129032258,910,99.19354838709677,16,302,41.390728476821195,727,58.609271523178805,199,Type 1,Slow,Slow,Slow,Slow,Slow,Slow,Type 1,11_17,11,17
10,19,475,199,8,174,3,375,10,738,133,188,504,94.24603174603175,214,3.7698412698412698,721,1.984126984126984,399,494,96.15384615384616,177,3.8461538461538463,749,385,97.40259740259741,188,2.5974025974025974,738,207,3.864734299516908,759,96.1352657004831,167,177,1.694915254237288,880,98.30508474576271,46,321,41.43302180685358,726,58.56697819314641,200,Type 1,Slow,Slow,Slow,Slow,Slow,Slow,Type 1,10_13,10,13
28,125,245,54,28,33,31,210,40,148,75,106,398,61.55778894472361,343,31.4070351758794,483,7.035175879396985,249,370,66.21621621621621,343,33.78378378378378,583,250,84,344,16,582,82,34.146341463414636,582,65.85365853658537,344,64,48.4375,583,51.5625,343,181,41.43646408839779,725,58.5635359116022,201,Hybrid 1/2A,Hybrid,Hybrid,Slow,Hybrid,Slow,Hybrid,Hybrid 1/2A,6_6,6,6
6,14,760,220,5,119,10,593,7,702,156,220,780,97.43589743589743,67,1.7948717948717947,861,0.7692307692307693,661,774,98.19121447028424,61,1.8087855297157622,865,600,98.83333333333333,78,1.1666666666666667,848,225,2.2222222222222223,836,97.77777777777777,90,129,7.751937984496124,740,92.24806201550388,185,376,41.48936170212766,724,58.51063829787234,202,Type 1,Slow,Slow,Slow,Slow,Slow,Slow,Type 1,1_95,1,95
147,51,556,137,39,106,56,263,56,472,74,104,754,73.74005305039788,338,6.763925729442971,605,19.49602122015915,187,607,91.59802306425041,289,8.40197693574959,637,319,82.44514106583071,347,17.55485893416928,579,176,22.15909090909091,593,77.8409090909091,333,162,34.5679012345679,603,65.4320987654321,323,178,41.57303370786517,723,58.42696629213483,203,Hybrid 1/2X,Hybrid,Hybrid,Hybrid,Hybrid,Slow,Hybrid,Type 1,3_88,3,88
6,44,616,200,21,93,22,290,27,531,130,182,666,92.49249249249249,255,6.606606606606606,607,0.9009009009009009,626,660,93.33333333333333,265,6.666666666666667,661,317,91.48264984227129,324,8.517350157728707,602,221,9.502262443438914,644,90.49773755656109,282,115,19.130434782608695,641,80.8695652173913,285,312,41.66666666666667,722,58.333333333333336,204,Type 1,Slow,Slow,Slow,Slow,Slow,Slow,Type 1,12_165,12,165
2,24,561,175,6,136,15,364,11,407,118,165,587,95.57069846678023,159,4.088586030664395,702,0.34071550255536626,815,585,95.8974358974359,191,4.102564102564102,735,375,97.06666666666666,214,2.933333333333333,712,181,3.314917127071823,788,96.68508287292818,138,151,9.933774834437086,711,90.06622516556291,215,283,41.69611307420495,721,58.303886925795055,205,Type 1,Slow,Slow,Slow,Slow,Slow,Slow,Type 1,11_84,11,84
6,34,671,169,7,107,13,428,12,341,117,162,711,94.37412095639944,207,4.781997187060478,668,0.8438818565400843,641,705,95.177304964539,220,4.822695035460993,706,440,97.27272727272728,195,2.727272727272727,731,176,3.977272727272727,753,96.02272727272727,172,120,10.833333333333334,702,89.16666666666667,224,279,41.935483870967744,720,58.06451612903226,206,Type 1,Slow,Slow,Slow,Slow,Slow,Slow,Type 1,11_85,11,85
10,9,750,152,6,50,9,237,22,334,81,112,769,97.52925877763329,64,1.1703511053315996,894,1.3003901170351104,522,759,98.81422924901186,28,1.185770750988142,898,259,91.5057915057915,323,8.494208494208493,603,158,3.79746835443038,762,96.20253164556962,164,59,15.254237288135593,666,84.7457627118644,260,193,41.968911917098445,719,58.03108808290155,207,Type 1,Slow,Slow,Slow,Slow,Slow,Slow,Type 1,12_16,12,16
2,10,677,193,8,152,16,366,16,712,157,217,689,98.25834542815674,30,1.4513788098693758,884,0.29027576197387517,834,687,98.54439592430859,38,1.455604075691412,888,382,95.81151832460732,265,4.18848167539267,661,201,3.9800995024875623,751,96.01990049751244,174,168,9.523809523809524,716,90.47619047619048,210,374,41.97860962566845,718,58.02139037433155,208,Type 1,Slow,Slow,Slow,Slow,Slow,Slow,Type 1,12_100,12,100
37,119,544,119,23,80,25,208,19,264,50,69,700,77.71428571428571,335,17,513,5.285714285714286,274,663,82.05128205128204,335,17.94871794871795,591,227,91.62995594713657,322,8.370044052863436,604,142,16.19718309859155,604,83.80281690140845,322,105,23.809523809523807,625,76.19047619047619,301,119,42.016806722689076,717,57.98319327731093,209,Hybrid 1/2A,Hybrid,Hybrid,Slow,Hybrid,Slow,Hybrid,Hybrid 1/2A,13_173,13,173
